file,flake8_issues,bandit_issues,top_flake8_codes,top_bandit_codes
".\venv\Lib\site-packages\pygments\cmdline.py",0,1,"","B110:1"
".\venv\Lib\site-packages\pygments\formatters\__init__.py",0,1,"","B102:1"
".\venv\Lib\site-packages\pygments\formatters\img.py",0,3,"","B404:1;B607:1;B603:1"
".\venv\Lib\site-packages\pygments\lexer.py",0,11,"","B101:11"
".\venv\Lib\site-packages\pygments\lexers\__init__.py",0,1,"","B102:1"
".\venv\Lib\site-packages\pygments\lexers\_lua_builtins.py",0,2,"","B310:2"
".\venv\Lib\site-packages\pygments\lexers\_mysql_builtins.py",0,2,"","B310:2"
".\venv\Lib\site-packages\pygments\lexers\_php_builtins.py",0,2,"","B310:1;B202:1"
".\venv\Lib\site-packages\pygments\lexers\_postgres_builtins.py",0,2,"","B310:2"
".\venv\Lib\site-packages\pygments\lexers\_scilab_builtins.py",0,3,"","B404:1;B607:1;B603:1"
".\venv\Lib\site-packages\pygments\lexers\int_fiction.py",0,1,"","B105:1"
".\venv\Lib\site-packages\pygments\lexers\jsonnet.py",0,1,"","B105:1"
".\venv\Lib\site-packages\pygments\lexers\lilypond.py",0,1,"","B101:1"
".\venv\Lib\site-packages\pygments\lexers\lisp.py",0,2,"","B105:2"
".\venv\Lib\site-packages\pygments\lexers\parsers.py",0,1,"","B105:1"
".\venv\Lib\site-packages\pygments\lexers\scripting.py",0,2,"","B101:2"
".\venv\Lib\site-packages\pygments\lexers\sql.py",0,1,"","B101:1"
".\venv\Lib\site-packages\pygments\style.py",0,1,"","B101:1"
".\venv\Lib\site-packages\rich\_emoji_codes.py",0,2,"","B105:2"
".\venv\Lib\site-packages\rich\_pick.py",0,1,"","B101:1"
".\venv\Lib\site-packages\rich\_ratio.py",0,1,"","B101:1"
".\venv\Lib\site-packages\rich\_unicode_data\__init__.py",0,1,"","B101:1"
".\venv\Lib\site-packages\rich\_win32_console.py",0,3,"","B101:3"
".\venv\Lib\site-packages\rich\color.py",0,15,"","B101:15"
".\venv\Lib\site-packages\rich\console.py",0,4,"","B101:4"
".\venv\Lib\site-packages\rich\live.py",0,3,"","B311:2;B101:1"
".\venv\Lib\site-packages\rich\logging.py",0,2,"","B101:2"
".\venv\Lib\site-packages\rich\markdown.py",0,6,"","B101:6"
".\venv\Lib\site-packages\rich\pretty.py",0,6,"","B101:5;B110:1"
".\venv\Lib\site-packages\rich\progress.py",0,2,"","B101:1;B311:1"
".\venv\Lib\site-packages\rich\prompt.py",0,1,"","B101:1"
".\venv\Lib\site-packages\rich\segment.py",0,1,"","B101:1"
".\venv\Lib\site-packages\rich\style.py",0,7,"","B311:5;B403:1;B301:1"
".\venv\Lib\site-packages\rich\syntax.py",0,1,"","B101:1"
".\venv\Lib\site-packages\rich\text.py",0,4,"","B101:4"
".\venv\Lib\site-packages\rich\traceback.py",0,2,"","B101:2"
".\venv\Lib\site-packages\ruff\__main__.py",0,3,"","B404:1;B603:1;B606:1"
".\venv\Lib\site-packages\sqlparse\sql.py",0,1,"","B101:1"
".\venv\Lib\site-packages\stevedore\_cache.py",0,1,"","B108:1"
".\venv\Lib\site-packages\stevedore\example\load_as_driver.py",0,1,"","B101:1"
".\venv\Lib\site-packages\stevedore\example\load_as_extension.py",0,1,"","B101:1"
".\venv\Lib\site-packages\stevedore\tests\test_cache.py",0,1,"","B108:1"
".\venv\Lib\site-packages\stevedore\tests\test_extension.py",0,3,"","B101:3"
".\venv\Lib\site-packages\stevedore\tests\test_hook.py",0,1,"","B101:1"
".\venv\Lib\site-packages\stevedore\tests\test_test_manager.py",0,1,"","B101:1"
".\venv\Lib\site-packages\test_autoflake.py",0,57,"","B101:41;B603:13;B105:2"
".\venv\Lib\site-packages\yaml\parser.py",0,2,"","B101:2"
".\workshop\settings.py",0,1,"","B105:1"
".\zip_project_for_server.py",0,2,"","B605:1;B607:1"
